14, 10, 0
11, 11, 0
12, 11, 0
13, 11, 0
14, 11, 0
15, 11, 0
16, 11, 0
10, 12, 0
11, 12, 0
12, 12, 0
13, 12, 0
14, 12, 0
15, 12, 0
16, 12, 0
17, 12, 0
9, 15, 0
10, 15, 0
11, 15, 0
12, 15, 0
13, 15, 0
9, 16, 0
10, 16, 0
11, 16, 0
12, 16, 0
13, 16, 0
14, 16, 0
15, 16, 0
16, 16, 0
17, 16, 0
18, 16, 0
10, 17, 0
11, 17, 0
12, 17, 0
13, 17, 0
14, 17, 0
15, 17, 0
16, 17, 0
17, 17, 0
18, 17, 0
10, 18, 0
11, 18, 0
12, 18, 0
13, 18, 0
14, 18, 0
15, 18, 0
16, 18, 0
17, 18, 0
18, 18, 0
10, 19, 0
11, 19, 0
12, 19, 0
13, 19, 0
14, 19, 0
15, 19, 0
16, 19, 0
17, 19, 0
12, 8, 1
13, 8, 1
14, 8, 1
15, 8, 1
10, 9, 1
11, 9, 1
12, 9, 1
13, 9, 1
14, 9, 1
15, 9, 1
16, 9, 1
17, 9, 1
9, 10, 1
10, 10, 1
11, 10, 1
12, 10, 1
13, 10, 1
99, 28, 28
15, 10, 1
16, 10, 1
17, 10, 1
18, 10, 1
8, 11, 1
9, 11, 1
10, 11, 1
98, 28, 28
99, 27, 28
98, 27, 28
99, 26, 28
17, 11, 1
18, 11, 1
19, 11, 1
8, 12, 1
9, 12, 1
98, 26, 28
99, 25, 28
98, 25, 28
99, 24, 28
98, 24, 28
99, 23, 28
98, 23, 28
99, 21, 28
18, 12, 1
19, 12, 1
8, 13, 1
10, 13, 1
11, 13, 1
12, 13, 1
13, 13, 1
14, 13, 1
15, 13, 1
16, 13, 1
17, 13, 1
20, 13, 1
10, 14, 1
11, 14, 1
12, 14, 1
13, 14, 1
14, 14, 1
15, 14, 1
16, 14, 1
17, 14, 1
7, 15, 1
8, 15, 1
9, 15, 1
98, 21, 28
99, 20, 28
98, 20, 28
99, 19, 28
14, 15, 1
15, 15, 1
16, 15, 1
17, 15, 1
18, 15, 1
7, 16, 1
8, 16, 1
98, 19, 28
99, 18, 28
98, 18, 28
99, 17, 28
98, 17, 28
99, 16, 28
98, 16, 28
99, 15, 28
98, 15, 28
99, 14, 28
19, 16, 1
20, 16, 1
7, 17, 1
8, 17, 1
9, 17, 1
98, 14, 28
19, 17, 1
20, 17, 1
7, 18, 1
8, 18, 1
9, 18, 1
99, 13, 28
98, 13, 28
99, 12, 28
98, 12, 28
98, 11, 28
99, 10, 28
98, 10, 28
99, 8, 28
98, 8, 28
19, 18, 1
20, 18, 1
8, 19, 1
9, 19, 1
10, 19, 1
11, 19, 1
99, 7, 28
98, 7, 28
99, 6, 28
98, 6, 28
99, 5, 28
17, 19, 1
18, 19, 1
19, 19, 1
12, 20, 1
13, 20, 1
14, 20, 1
15, 20, 1
16, 20, 1
10, 22, 1
11, 22, 1
12, 22, 1
13, 22, 1
14, 22, 1
15, 22, 1
16, 22, 1
17, 22, 1
12, 23, 1
13, 23, 1
