17, 6, 0
18, 6, 0
19, 6, 0
20, 6, 0
21, 6, 0
22, 6, 0
23, 6, 0
24, 6, 0
25, 6, 0
26, 6, 0
15, 7, 0
16, 7, 0
17, 7, 0
18, 7, 0
19, 7, 0
20, 7, 0
21, 7, 0
22, 7, 0
23, 7, 0
24, 7, 0
25, 7, 0
26, 7, 0
27, 7, 0
15, 8, 0
16, 8, 0
17, 8, 0
18, 8, 0
19, 8, 0
20, 8, 0
21, 8, 0
22, 8, 0
23, 8, 0
24, 8, 0
25, 8, 0
26, 8, 0
27, 8, 0
15, 9, 0
16, 9, 0
17, 9, 0
18, 9, 0
19, 9, 0
20, 9, 0
21, 9, 0
22, 9, 0
23, 9, 0
24, 9, 0
25, 9, 0
26, 9, 0
27, 9, 0
15, 10, 0
16, 10, 0
17, 10, 0
18, 10, 0
19, 10, 0
20, 10, 0
21, 10, 0
22, 10, 0
23, 10, 0
24, 10, 0
25, 10, 0
26, 10, 0
27, 10, 0
15, 11, 0
16, 11, 0
17, 11, 0
18, 11, 0
19, 11, 0
20, 11, 0
21, 11, 0
22, 11, 0
23, 11, 0
24, 11, 0
25, 11, 0
26, 11, 0
27, 11, 0
15, 12, 0
16, 12, 0
17, 12, 0
18, 12, 0
19, 12, 0
20, 12, 0
21, 12, 0
22, 12, 0
23, 12, 0
24, 12, 0
25, 12, 0
26, 12, 0
27, 12, 0
15, 13, 0
16, 13, 0
17, 13, 0
18, 13, 0
19, 13, 0
20, 13, 0
21, 13, 0
22, 13, 0
23, 13, 0
24, 13, 0
25, 13, 0
26, 13, 0
27, 13, 0
15, 14, 0
16, 14, 0
17, 14, 0
18, 14, 0
19, 14, 0
20, 14, 0
21, 14, 0
22, 14, 0
23, 14, 0
24, 14, 0
25, 14, 0
26, 14, 0
27, 14, 0
15, 37, 0
16, 37, 0
17, 37, 0
18, 37, 0
19, 37, 0
20, 37, 0
21, 37, 0
22, 37, 0
23, 37, 0
24, 37, 0
25, 37, 0
26, 37, 0
27, 37, 0
15, 38, 0
16, 38, 0
17, 38, 0
18, 38, 0
19, 38, 0
20, 38, 0
21, 38, 0
22, 38, 0
23, 38, 0
24, 38, 0
25, 38, 0
26, 38, 0
27, 38, 0
15, 39, 0
16, 39, 0
17, 39, 0
18, 39, 0
19, 39, 0
20, 39, 0
21, 39, 0
22, 39, 0
23, 39, 0
24, 39, 0
25, 39, 0
26, 39, 0
27, 39, 0
15, 40, 0
16, 40, 0
17, 40, 0
18, 40, 0
19, 40, 0
20, 40, 0
21, 40, 0
22, 40, 0
