15, 2, 0
16, 2, 0
17, 2, 0
18, 2, 0
19, 2, 0
20, 2, 0
21, 2, 0
22, 2, 0
23, 2, 0
24, 2, 0
25, 2, 0
26, 2, 0
27, 2, 0
28, 2, 0
29, 2, 0
30, 2, 0
15, 3, 0
16, 3, 0
17, 3, 0
18, 3, 0
19, 3, 0
20, 3, 0
21, 3, 0
22, 3, 0
23, 3, 0
24, 3, 0
25, 3, 0
26, 3, 0
27, 3, 0
28, 3, 0
29, 3, 0
15, 4, 0
16, 4, 0
17, 4, 0
18, 4, 0
19, 4, 0
20, 4, 0
21, 4, 0
22, 4, 0
23, 4, 0
24, 4, 0
25, 4, 0
26, 4, 0
27, 4, 0
15, 5, 0
16, 5, 0
17, 5, 0
18, 5, 0
19, 5, 0
20, 5, 0
21, 5, 0
22, 5, 0
23, 5, 0
24, 5, 0
25, 5, 0
15, 6, 0
16, 6, 0
17, 6, 0
18, 6, 0
19, 6, 0
15, 7, 0
16, 7, 0
15, 2, 1
16, 2, 1
17, 2, 1
18, 2, 1
19, 2, 1
20, 2, 1
21, 2, 1
22, 2, 1
23, 2, 1
24, 2, 1
25, 2, 1
26, 2, 1
27, 2, 1
28, 2, 1
29, 2, 1
30, 2, 1
31, 2, 1
32, 2, 1
33, 2, 1
34, 2, 1
35, 2, 1
36, 2, 1
37, 2, 1
38, 2, 1
39, 2, 1
40, 2, 1
41, 2, 1
42, 2, 1
43, 2, 1
15, 3, 1
64, 2, 42
64, 1, 42
65, 6, 41
30, 3, 1
31, 3, 1
32, 3, 1
33, 3, 1
34, 3, 1
35, 3, 1
36, 3, 1
37, 3, 1
38, 3, 1
39, 3, 1
40, 3, 1
15, 4, 1
64, 6, 41
65, 5, 41
28, 4, 1
29, 4, 1
30, 4, 1
31, 4, 1
32, 4, 1
33, 4, 1
34, 4, 1
35, 4, 1
36, 4, 1
37, 4, 1
38, 4, 1
15, 5, 1
64, 5, 41
66, 4, 41
65, 4, 41
64, 4, 41
66, 3, 41
26, 5, 1
27, 5, 1
28, 5, 1
29, 5, 1
30, 5, 1
31, 5, 1
32, 5, 1
33, 5, 1
34, 5, 1
35, 5, 1
36, 5, 1
15, 6, 1
65, 3, 41
64, 3, 41
67, 2, 41
20, 6, 1
21, 6, 1
22, 6, 1
23, 6, 1
24, 6, 1
25, 6, 1
26, 6, 1
27, 6, 1
28, 6, 1
29, 6, 1
30, 6, 1
31, 6, 1
32, 6, 1
33, 6, 1
34, 6, 1
15, 7, 1
66, 2, 41
17, 7, 1
18, 7, 1
19, 7, 1
20, 7, 1
21, 7, 1
22, 7, 1
23, 7, 1
24, 7, 1
25, 7, 1
26, 7, 1
27, 7, 1
28, 7, 1
29, 7, 1
30, 7, 1
31, 7, 1
32, 7, 1
15, 8, 1
16, 8, 1
17, 8, 1
18, 8, 1
19, 8, 1
20, 8, 1
21, 8, 1
22, 8, 1
23, 8, 1
24, 8, 1
25, 8, 1
26, 8, 1
27, 8, 1
28, 8, 1
29, 8, 1
30, 8, 1
15, 9, 1
16, 9, 1
17, 9, 1
18, 9, 1
19, 9, 1
20, 9, 1
21, 9, 1
22, 9, 1
23, 9, 1
24, 9, 1
25, 9, 1
26, 9, 1
27, 9, 1
15, 10, 1
16, 10, 1
17, 10, 1
18, 10, 1
19, 10, 1
20, 10, 1
21, 10, 1
22, 10, 1
23, 10, 1
24, 10, 1
25, 10, 1
15, 11, 1
16, 11, 1
17, 11, 1
18, 11, 1
19, 11, 1
20, 11, 1
21, 11, 1
15, 12, 1
16, 12, 1
34, 1, 2
35, 1, 2
37, 1, 2
38, 1, 2
39, 1, 2
40, 1, 2
41, 1, 2
42, 1, 2
43, 1, 2
44, 1, 2
45, 1, 2
46, 1, 2
47, 1, 2
48, 1, 2
49, 1, 2
50, 1, 2
51, 1, 2
15, 2, 2
16, 2, 2
17, 2, 2
18, 2, 2
19, 2, 2
20, 2, 2
21, 2, 2
22, 2, 2
23, 2, 2
24, 2, 2
25, 2, 2
26, 2, 2
27, 2, 2
28, 2, 2
29, 2, 2
30, 2, 2
31, 2, 2
32, 2, 2
33, 2, 2
65, 2, 41
68, 1, 41
36, 2, 2
67, 1, 41
66, 1, 41
65, 1, 41
64, 1, 41
67, 6, 40
66, 6, 40
44, 2, 2
45, 2, 2
46, 2, 2
47, 2, 2
48, 2, 2
49, 2, 2
50, 2, 2
51, 2, 2
15, 3, 2
65, 6, 40
41, 3, 2
42, 3, 2
43, 3, 2
44, 3, 2
45, 3, 2
46, 3, 2
47, 3, 2
48, 3, 2
49, 3, 2
15, 4, 2
64, 6, 40
68, 5, 40
39, 4, 2
