17, 6, 0, 191, 191, 191
18, 6, 0, 191, 191, 191
19, 6, 0, 191, 191, 191
20, 6, 0, 191, 191, 191
21, 6, 0, 191, 191, 191
22, 6, 0, 191, 191, 191
23, 6, 0, 191, 191, 191
24, 6, 0, 191, 191, 191
25, 6, 0, 191, 191, 191
26, 6, 0, 191, 191, 191
15, 7, 0, 191, 191, 191
16, 7, 0, 191, 191, 191
17, 7, 0, 191, 191, 191
18, 7, 0, 191, 191, 191
19, 7, 0, 191, 191, 191
20, 7, 0, 191, 191, 191
21, 7, 0, 191, 191, 191
22, 7, 0, 191, 191, 191
23, 7, 0, 191, 191, 191
24, 7, 0, 191, 191, 191
25, 7, 0, 191, 191, 191
26, 7, 0, 191, 191, 191
27, 7, 0, 191, 191, 191
15, 8, 0, 191, 191, 191
16, 8, 0, 191, 191, 191
17, 8, 0, 191, 191, 191
18, 8, 0, 191, 191, 191
19, 8, 0, 191, 191, 191
20, 8, 0, 191, 191, 191
21, 8, 0, 191, 191, 191
22, 8, 0, 191, 191, 191
23, 8, 0, 191, 191, 191
24, 8, 0, 191, 191, 191
25, 8, 0, 191, 191, 191
26, 8, 0, 191, 191, 191
27, 8, 0, 191, 191, 191
15, 9, 0, 191, 191, 191
16, 9, 0, 191, 191, 191
17, 9, 0, 191, 191, 191
18, 9, 0, 191, 191, 191
19, 9, 0, 191, 191, 191
20, 9, 0, 191, 191, 191
21, 9, 0, 191, 191, 191
22, 9, 0, 191, 191, 191
23, 9, 0, 191, 191, 191
24, 9, 0, 191, 191, 191
25, 9, 0, 191, 191, 191
26, 9, 0, 191, 191, 191
27, 9, 0, 191, 191, 191
15, 10, 0, 191, 191, 191
16, 10, 0, 191, 191, 191
17, 10, 0, 191, 191, 191
18, 10, 0, 191, 191, 191
19, 10, 0, 191, 191, 191
20, 10, 0, 191, 191, 191
21, 10, 0, 191, 191, 191
22, 10, 0, 191, 191, 191
23, 10, 0, 191, 191, 191
24, 10, 0, 191, 191, 191
25, 10, 0, 191, 191, 191
26, 10, 0, 191, 191, 191
27, 10, 0, 191, 191, 191
15, 11, 0, 191, 191, 191
16, 11, 0, 191, 191, 191
17, 11, 0, 191, 191, 191
18, 11, 0, 191, 191, 191
19, 11, 0, 191, 191, 191
20, 11, 0, 191, 191, 191
21, 11, 0, 191, 191, 191
22, 11, 0, 191, 191, 191
23, 11, 0, 191, 191, 191
24, 11, 0, 191, 191, 191
25, 11, 0, 191, 191, 191
26, 11, 0, 191, 191, 191
27, 11, 0, 191, 191, 191
15, 12, 0, 191, 191, 191
16, 12, 0, 191, 191, 191
17, 12, 0, 191, 191, 191
18, 12, 0, 191, 191, 191
19, 12, 0, 191, 191, 191
20, 12, 0, 191, 191, 191
21, 12, 0, 191, 191, 191
22, 12, 0, 191, 191, 191
23, 12, 0, 191, 191, 191
24, 12, 0, 191, 191, 191
25, 12, 0, 191, 191, 191
26, 12, 0, 191, 191, 191
27, 12, 0, 191, 191, 191
15, 13, 0, 191, 191, 191
16, 13, 0, 191, 191, 191
17, 13, 0, 191, 191, 191
18, 13, 0, 191, 191, 191
19, 13, 0, 191, 191, 191
20, 13, 0, 191, 191, 191
21, 13, 0, 191, 191, 191
22, 13, 0, 191, 191, 191
23, 13, 0, 191, 191, 191
24, 13, 0, 191, 191, 191
25, 13, 0, 191, 191, 191
26, 13, 0, 191, 191, 191
27, 13, 0, 191, 191, 191
15, 14, 0, 191, 191, 191
16, 14, 0, 191, 191, 191
17, 14, 0, 191, 191, 191
18, 14, 0, 191, 191, 191
19, 14, 0, 191, 191, 191
20, 14, 0, 191, 191, 191
21, 14, 0, 191, 191, 191
22, 14, 0, 191, 191, 191
23, 14, 0, 191, 191, 191
24, 14, 0, 191, 191, 191
25, 14, 0, 191, 191, 191
26, 14, 0, 191, 191, 191
27, 14, 0, 191, 191, 191
15, 37, 0, 191, 191, 191
16, 37, 0, 191, 191, 191
17, 37, 0, 191, 191, 191
18, 37, 0, 191, 191, 191
19, 37, 0, 191, 191, 191
20, 37, 0, 191, 191, 191
21, 37, 0, 191, 191, 191
22, 37, 0, 191, 191, 191
23, 37, 0, 191, 191, 191
24, 37, 0, 191, 191, 191
25, 37, 0, 191, 191, 191
26, 37, 0, 191, 191, 191
27, 37, 0, 191, 191, 191
15, 38, 0, 191, 191, 191
16, 38, 0, 191, 191, 191
17, 38, 0, 191, 191, 191
18, 38, 0, 191, 191, 191
19, 38, 0, 191, 191, 191
20, 38, 0, 191, 191, 191
21, 38, 0, 191, 191, 191
22, 38, 0, 191, 191, 191
23, 38, 0, 191, 191, 191
24, 38, 0, 191, 191, 191
25, 38, 0, 191, 191, 191
26, 38, 0, 191, 191, 191
27, 38, 0, 191, 191, 191
15, 39, 0, 191, 191, 191
16, 39, 0, 191, 191, 191
17, 39, 0, 191, 191, 191
18, 39, 0, 191, 191, 191
19, 39, 0, 191, 191, 191
20, 39, 0, 191, 191, 191
21, 39, 0, 191, 191, 191
22, 39, 0, 191, 191, 191
23, 39, 0, 191, 191, 191
24, 39, 0, 191, 191, 191
25, 39, 0, 191, 191, 191
26, 39, 0, 191, 191, 191
27, 39, 0, 191, 191, 191
15, 40, 0, 191, 191, 191
